apps_arrived,apps_done,apps_failed,dep_violations,energy_j,entropy,episode,eval_seed,fail_uncovered,frac_unassociated,kind,leo_invalid_attempts,leo_placements,loss,mean_adv,mean_delay_s,mean_entropy,pen_boundary,pen_collision,pen_low_battery,reward,reward_E,reward_F,reward_L,steps,success_rate
74,50,16,0,27653.635598619527,14.777840614318848,98,,13,0.228,train,91,135,0.7376369088888168,-6.128431095930864e-16,4.455108685450582,14.759589939117431,0.0,0.0,0.0,-414.37635598619516,27653.635598619527,16.0,492.0,50,0.6756756756756757
81,55,17,0,28709.642122440087,14.787467002868652,99,,10,0.21,train,118,173,0.7974769473075867,1.9539925233402755e-16,4.784716984947566,14.758688163757324,0.0,0.0,0.0,-434.03642122440084,28709.642122440087,17.0,547.0,50,0.6790123456790124
96,44,38,0,32015.835690333435,,99,0,21,0.295,eval,122,90,,,4.122568283357318,0.0,0.0,0.0,0.0,-639.1183569033341,32015.835690333435,38.0,748.0,50,0.4583333333333333
92,47,34,0,27739.81846089787,,99,1,23,0.2935,eval,33,128,,,5.1835070966392465,0.0,0.0,0.0,0.0,-563.8581846089788,27739.81846089787,34.0,723.0,50,0.5108695652173914
74,34,29,0,27377.22185252704,,99,2,14,0.2125,eval,49,59,,,5.0476653807292635,0.0,0.0,0.0,0.0,-517.9322185252704,27377.22185252704,29.0,608.0,50,0.4594594594594595
92,50,33,0,26668.603897745536,,99,3,15,0.206,eval,993,136,,,4.169788235510082,0.0,0.0,0.0,0.0,-544.0060389774554,26668.603897745536,33.0,666.0,50,0.5434782608695652
91,37,40,0,27701.67013996118,,99,4,22,0.238,eval,39,66,,,5.068122022518585,0.0,0.0,0.0,0.0,-612.4767013996118,27701.67013996118,40.0,773.0,50,0.4065934065934066
95,60,23,0,27850.273832893614,14.816926956176758,100,,15,0.3225,train,182,191,0.7711950242519379,6.128431095930864e-16,4.735618316771958,14.796374416351318,0.0,0.0,0.0,-475.4427383289361,27850.273832893614,23.0,647.0,50,0.631578947368421
78,51,25,0,25042.769850450517,14.830921173095703,101,,21,0.283,train,235,143,0.7468550056219101,-6.217248937900877e-17,3.8405465710897215,14.824725246429443,0.0,0.0,0.0,-461.14769850450534,25042.769850450517,25.0,536.0,50,0.6538461538461539
55,45,8,0,24601.403993853484,14.890277862548828,102,,8,0.216,train,98,133,0.7307359278202057,3.730349362740526e-16,3.0754912242218766,14.88781909942627,0.0,0.0,0.0,-315.2140399385348,24601.403993853484,8.0,260.0,50,0.8181818181818182
72,48,16,0,28207.083246024053,14.82873249053955,103,,11,0.2385,train,88,123,0.7144209891557693,4.529709940470639e-16,4.586851951293309,14.83017780303955,0.0,0.0,0.0,-419.9108324602404,28207.083246024053,16.0,492.0,50,0.6666666666666666
81,51,22,0,25235.879839882073,14.843271255493164,104,,19,0.282,train,229,150,0.6640302985906601,5.329070518200751e-16,3.691855426965757,14.85274227142334,0.0,0.0,0.0,-438.8787983988206,25235.879839882073,22.0,526.0,50,0.6296296296296297
97,59,27,0,27721.865903557467,14.785032272338867,105,,25,0.239,train,117,178,0.7433496862649918,-4.263256414560601e-16,4.281073119717902,14.801684494018554,0.0,0.0,0.0,-506.57865903557456,27721.865903557467,27.0,668.0,50,0.6082474226804123
83,58,13,0,29223.235817179986,14.800566673278809,106,,9,0.2405,train,72,166,0.7607256323099136,-4.884981308350689e-16,3.9360307120661036,14.817529106140137,0.0,0.0,0.0,-405.43235817179976,29223.235817179986,13.0,460.0,50,0.6987951807228916
64,40,14,0,24494.243185295345,14.79054069519043,107,,13,0.2655,train,46,135,0.7360728532075882,5.329070518200751e-17,3.964649901674896,14.796885185241699,0.0,0.0,0.0,-364.9024318529535,24494.243185295345,14.0,398.0,50,0.625
101,56,33,0,27598.92202108136,14.739371299743652,108,,25,0.1865,train,63,173,0.7553509473800659,-8.881784197001253e-18,4.237347441690583,14.73021390914917,0.0,0.0,0.0,-554.5892202108138,27598.92202108136,33.0,730.0,50,0.5544554455445545
93,58,18,0,29178.193410155414,14.793804168701172,109,,14,0.191,train,57,185,0.7611205875873566,-3.4638958368304885e-16,4.496110858750864,14.783492393493653,0.0,0.0,0.0,-447.3619341015541,29178.193410155414,18.0,579.0,50,0.6236559139784946
77,48,19,0,29089.218144512088,14.802241325378418,110,,10,0.245,train,91,147,0.7501639574766159,8.704148513061227e-16,4.932388471325802,14.789869995117188,0.0,0.0,0.0,-453.7521814451209,29089.218144512088,19.0,543.0,50,0.6233766233766234
90,57,21,0,28443.088243492453,14.834200859069824,111,,12,0.2195,train,77,191,0.7570569664239883,6.306066779870889e-16,4.18044114543757,14.812954292297363,0.0,0.0,0.0,-464.15088243492454,28443.088243492453,21.0,586.0,50,0.6333333333333333
97,50,29,0,25570.425850159463,14.841108322143555,112,,26,0.2975,train,31,160,0.761625275015831,0.0,4.167763896104145,14.821711177825927,0.0,0.0,0.0,-501.40425850159465,25570.425850159463,29.0,685.0,50,0.5154639175257731
77,53,18,0,26498.240035463823,14.885334014892578,113,,14,0.255,train,49,158,0.7287959605455399,-5.329070518200751e-17,3.92951045464904,14.878135490417481,0.0,0.0,0.0,-418.6424003546383,26498.240035463823,18.0,483.0,50,0.6883116883116883
86,46,30,0,24301.093642817636,14.866868019104004,114,,26,0.318,train,68,139,0.7524586319923401,-2.220446049250313e-16,3.632288887149749,14.853425750732422,0.0,0.0,0.0,-495.33093642817636,24301.093642817636,30.0,616.0,50,0.5348837209302325
71,49,17,0,28528.868053445338,14.91319465637207,115,,11,0.1925,train,236,132,0.7364136129617691,3.552713678800501e-17,4.129310585245185,14.900176277160645,0.0,0.0,0.0,-430.28868053445336,28528.868053445338,17.0,450.0,50,0.6901408450704225
92,56,21,0,29262.250682569982,14.918797492980957,116,,10,0.2035,train,100,199,0.7755722105503082,-3.552713678800501e-17,4.205986753958355,14.909321098327636,0.0,0.0,0.0,-472.5825068256999,29262.250682569982,21.0,598.0,50,0.6086956521739131
92,66,19,0,28883.06340243686,14.9268798828125,117,,10,0.186,train,97,211,0.7327500134706497,2.1316282072803005e-16,4.006828573861963,14.919459495544434,0.0,0.0,0.0,-452.1506340243686,28883.06340243686,19.0,566.0,50,0.717391304347826
64,46,13,0,24473.42364771378,14.947101593017578,118,,12,0.204,train,101,132,0.74007248878479,2.486899575160351e-16,3.4028928800603118,14.952925148010253,0.0,0.0,0.0,-356.034236477138,24473.42364771378,13.0,365.0,50,0.71875
74,42,21,0,26503.45126924718,14.915410041809082,119,,16,0.279,train,22,127,0.7373493164777756,-2.042810365310288e-16,3.775445383461959,14.918309497833253,0.0,0.0,0.0,-443.1345126924719,26503.45126924718,21.0,505.0,50,0.5675675675675675
74,44,22,0,24198.30654088659,14.92236042022705,120,,17,0.2495,train,209,140,0.7377087026834488,-9.769962616701378e-17,3.459690554148432,14.920439453125,0.0,0.0,0.0,-427.52306540886593,24198.30654088659,22.0,477.0,50,0.5945945945945946
72,48,18,0,26579.40176223402,14.923933982849121,121,,13,0.2125,train,92,160,0.7748635709285736,-6.128431095930864e-16,4.08957980633028,14.921962604522705,0.0,0.0,0.0,-418.95401762234025,26579.40176223402,18.0,458.0,50,0.6666666666666666
75,52,11,0,27021.673843420194,14.950766563415527,122,,8,0.2475,train,89,156,0.7609737068414688,8.704148513061227e-16,3.847909930646419,14.94433235168457,0.0,0.0,0.0,-366.7167384342019,27021.673843420194,11.0,425.0,50,0.6933333333333334
71,46,18,0,25640.804411221598,14.938821792602539,123,,16,0.2945,train,33,131,0.7661827504634857,7.727152251391089e-16,4.3734724904137,14.934675388336181,0.0,0.0,0.0,-410.128044112216,25640.804411221598,18.0,486.0,50,0.647887323943662
103,65,24,0,27208.371877450205,14.92937183380127,124,,21,0.222,train,30,206,0.7635004669427872,2.842170943040401e-16,4.285126672717916,14.926844100952149,0.0,0.0,0.0,-477.8037187745021,27208.371877450205,24.0,686.0,50,0.6310679611650486
102,51,40,0,33373.68310922785,,124,0,18,0.3015,eval,64,102,,,4.878691702138596,0.0,0.0,0.0,0.0,-669.9768310922785,33373.68310922785,40.0,812.0,50,0.5
101,47,39,0,28236.55492132574,,124,1,28,0.2845,eval,44,116,,,4.982782688294726,0.0,0.0,0.0,0.0,-610.4455492132572,28236.55492132574,39.0,804.0,50,0.46534653465346537
74,35,31,0,28423.740155248735,,124,2,19,0.2125,eval,260,94,,,5.5633881016249225,0.0,0.0,0.0,0.0,-544.8174015524874,28423.740155248735,31.0,629.0,50,0.47297297297297297
90,44,33,0,31013.977230797536,,124,3,14,0.206,eval,47,91,,,5.488344258146224,0.0,0.0,0.0,0.0,-588.6797723079756,31013.977230797536,33.0,727.0,50,0.4888888888888889
92,29,46,0,29814.518239307996,,124,4,29,0.238,eval,163,72,,,4.3201928336267486,0.0,0.0,0.0,0.0,-681.9651823930798,29814.518239307996,46.0,791.0,50,0.31521739130434784
75,47,16,0,27473.862095472472,14.950968742370605,125,,9,0.173,train,55,158,0.7573890835046768,-4.796163466380677e-16,4.761951083708849,14.948324451446533,0.0,0.0,0.0,-412.8586209547247,27473.862095472472,16.0,506.0,50,0.6266666666666667
78,43,28,0,25592.009464137056,14.946866989135742,126,,21,0.2915,train,76,127,0.7756626605987549,-3.108624468950438e-16,3.6731246193472877,14.947388229370118,0.0,0.0,0.0,-490.9800946413706,25592.009464137056,28.0,553.0,50,0.5512820512820513
103,61,23,0,25863.744671433913,14.922022819519043,127,,19,0.215,train,96,213,0.756709098815918,4.1744385725905884e-16,4.01673544743334,14.922395267486571,0.0,0.0,0.0,-456.17744671433906,25863.744671433913,23.0,677.0,50,0.5922330097087378
86,62,12,0,31943.230262584475,14.971172332763672,128,,4,0.1205,train,66,187,0.7663990706205368,6.750155989720952e-16,5.038242697281512,14.965418014526367,0.0,0.0,0.0,-426.75230262584466,31943.230262584475,12.0,566.0,50,0.7209302325581395
93,50,25,0,27039.20287825641,14.934436798095703,129,,18,0.182,train,99,168,0.7693060487508774,-7.460698725481052e-16,4.760955473376489,14.930373764038086,0.0,0.0,0.0,-483.59202878256417,27039.20287825641,25.0,660.0,50,0.5376344086021505
96,60,21,0,31305.066214370934,14.956868171691895,130,,11,0.1955,train,66,172,0.7662828117609024,-8.881784197001253e-17,4.074143524420012,14.953493595123291,0.0,0.0,0.0,-493.1106621437095,31305.066214370934,21.0,603.0,50,0.625
61,43,6,0,25071.597249600993,14.989391326904297,131,,6,0.2285,train,26,129,0.7659391760826111,3.641531520770513e-16,4.04762646617587,14.984218158721923,0.0,0.0,0.0,-305.17597249600993,25071.597249600993,6.0,323.0,50,0.7049180327868853
70,46,19,0,25639.68721096171,14.98517894744873,132,,10,0.1575,train,126,140,0.7641653120517731,-7.993605777301127e-16,3.6102911994567615,14.978462295532227,0.0,0.0,0.0,-417.1768721096172,25639.68721096171,19.0,439.0,50,0.6571428571428571
80,41,25,0,22792.36201087872,14.979337692260742,133,,25,0.2625,train,109,150,0.7652324289083481,8.881784197001253e-18,3.0497248445531286,14.969897403717042,0.0,0.0,0.0,-438.16362010878737,22792.36201087872,25.0,512.0,50,0.5125
72,51,14,0,24093.20135617132,15.0295991897583,134,,14,0.213,train,109,170,0.723492756485939,-7.105427357601002e-16,2.950511506499376,15.019383659362793,0.0,0.0,0.0,-360.55201356171324,24093.20135617132,14.0,381.0,50,0.7083333333333334
120,63,39,0,29606.853795023097,14.973974227905273,135,,26,0.2435,train,160,218,0.7641233503818512,6.750155989720952e-16,4.515774335827441,14.960374450683593,0.0,0.0,0.0,-626.0485379502311,29606.853795023097,39.0,899.0,50,0.525
90,52,22,0,28631.65244173856,15.032691955566406,136,,17,0.289,train,91,157,0.7645853012800217,-1.9539925233402755e-16,4.878429865099039,15.019866046905518,0.0,0.0,0.0,-475.3365244173857,28631.65244173856,22.0,651.0,50,0.5777777777777777
92,60,18,0,26216.719304615537,15.064927101135254,137,,16,0.315,train,85,179,0.7512259483337402,7.105427357601002e-17,4.13856544059284,15.056103267669677,0.0,0.0,0.0,-417.6871930461553,26216.719304615537,18.0,576.0,50,0.6521739130434783
131,73,40,0,29689.1472490904,15.016321182250977,138,,25,0.216,train,124,259,0.7699140459299088,-3.641531520770513e-16,4.885607813891609,15.010559959411621,0.0,0.0,0.0,-636.211472490904,29689.1472490904,40.0,966.0,50,0.5572519083969466
108,56,39,0,30428.947450454845,15.0355863571167,139,,28,0.3215,train,308,172,0.7652260959148407,-1.1546319456101628e-16,5.082103412928239,15.03253791809082,0.0,0.0,0.0,-633.4094745045483,30428.947450454845,39.0,856.0,50,0.5185185185185185
78,57,17,0,26076.33844737707,15.072726249694824,140,,15,0.176,train,39,177,0.7531760931015015,-1.1546319456101628e-16,4.180174250911832,15.072474327087402,0.0,0.0,0.0,-406.84338447377075,26076.33844737707,17.0,504.0,50,0.7307692307692307
70,49,14,0,28457.35705273889,15.074363708496094,141,,9,0.209,train,31,145,0.7250010520219803,-6.039613253960852e-16,4.843779203340699,15.07275224685669,0.0,0.0,0.0,-405.753570527389,28457.35705273889,14.0,459.0,50,0.7
81,63,15,0,29873.67535273684,15.073859214782715,142,,10,0.2285,train,144,180,0.744962215423584,2.1316282072803005e-16,4.669662123346514,15.065208358764648,0.0,0.0,0.0,-429.2567535273684,29873.67535273684,15.0,526.0,50,0.7777777777777778
50,32,13,0,22846.767249427146,15.126145362854004,143,,13,0.3145,train,23,88,0.7499066889286041,-6.483702463810914e-16,2.677855934473458,15.113809833526611,0.0,0.0,0.0,-338.2276724942715,22846.767249427146,13.0,288.0,50,0.64
98,55,25,0,28820.62767951908,15.096559524536133,144,,21,0.2045,train,157,172,0.7456720769405365,6.217248937900877e-17,4.473810777171945,15.087324333190917,0.0,0.0,0.0,-502.0662767951908,28820.62767951908,25.0,693.0,50,0.5612244897959183
95,44,35,0,23138.3492077042,15.103142738342285,145,,27,0.2065,train,121,165,0.670603021979332,3.641531520770513e-16,3.1266773154171053,15.101248664855957,0.0,0.0,0.0,-524.7634920770421,23138.3492077042,35.0,669.0,50,0.4631578947368421
61,41,15,0,23489.926589321487,15.12608528137207,146,,14,0.222,train,101,123,0.7641999274492264,-4.085620730620576e-16,3.3795539506097776,15.126637229919433,0.0,0.0,0.0,-362.15926589321487,23489.926589321487,15.0,363.0,50,0.6721311475409836
123,80,27,0,31966.946538894095,15.108248710632324,147,,22,0.2305,train,145,231,0.7921217978000641,3.641531520770513e-16,5.015779493818414,15.104405498504638,0.0,0.0,0.0,-552.5894653889409,31966.946538894095,27.0,846.0,50,0.6504065040650406
83,51,22,0,27470.494530265427,15.114479064941406,148,,17,0.2005,train,53,146,0.7511875629425049,-4.440892098500626e-16,4.88529817926911,15.107997608184814,0.0,0.0,0.0,-462.76494530265427,27470.494530265427,22.0,603.0,50,0.6144578313253012
93,58,23,0,25652.83581652009,15.138940811157227,149,,20,0.2205,train,83,195,0.7220075726509094,7.815970093361102e-16,3.0917197707202804,15.134000396728515,0.0,0.0,0.0,-451.4283581652009,25652.83581652009,23.0,545.0,50,0.6236559139784946
101,56,35,0,27653.800592683565,,149,0,19,0.295,eval,81,192,,,4.71238303370477,0.0,0.0,0.0,0.0,-571.8180059268354,27653.800592683565,35.0,764.0,50,0.5544554455445545
95,37,46,0,25761.37618387212,,149,1,37,0.2935,eval,168,116,,,3.379477555145575,0.0,0.0,0.0,0.0,-640.833761838721,25761.37618387212,46.0,761.0,50,0.3894736842105263
82,45,27,0,23601.395269266675,,149,2,14,0.2125,eval,24,159,,,3.290155262083609,0.0,0.0,0.0,0.0,-463.21395269266674,23601.395269266675,27.0,560.0,50,0.5487804878048781
97,51,36,0,28422.14148098219,,149,3,19,0.206,eval,843,157,,,4.787081050136311,0.0,0.0,0.0,0.0,-586.7814148098221,28422.14148098219,36.0,728.0,50,0.5257731958762887
89,52,29,0,24766.10305408124,,149,4,17,0.238,eval,70,148,,,4.1028470511302295,0.0,0.0,0.0,0.0,-492.44103054081245,24766.10305408124,29.0,639.0,50,0.5842696629213483
59,45,9,0,21572.85051975031,15.155722618103027,150,,7,0.197,train,85,146,0.7624941468238831,2.1316282072803005e-16,2.5868827049287777,15.15216287612915,0.0,0.0,0.0,-292.9685051975031,21572.85051975031,9.0,262.0,50,0.7627118644067796
91,52,29,0,26972.759462361868,15.116385459899902,151,,26,0.257,train,99,142,0.812504917383194,-3.552713678800501e-16,3.6132292722311323,15.11398452758789,0.0,0.0,0.0,-513.6875946236187,26972.759462361868,29.0,598.0,50,0.5714285714285714
94,68,19,0,26715.34732240648,15.129348754882812,152,,14,0.2235,train,96,221,0.7685611546039581,-1.509903313490213e-16,3.837162034964255,15.130302352905273,0.0,0.0,0.0,-430.57347322406486,26715.34732240648,19.0,571.0,50,0.723404255319149
94,60,26,0,29455.913605930513,15.118474960327148,153,,23,0.208,train,42,183,0.7450983673334122,-1.509903313490213e-16,4.438801761414665,15.119160900115967,0.0,0.0,0.0,-515.699136059305,29455.913605930513,26.0,657.0,50,0.6382978723404256
103,59,28,0,27402.615180303,15.130395889282227,154,,20,0.261,train,91,199,0.7609132677316666,-4.529709940470639e-16,3.8031642012280202,15.126838512420655,0.0,0.0,0.0,-511.32615180303,27402.615180303,28.0,665.0,50,0.5728155339805825
93,66,19,0,26072.946069231057,15.142828941345215,155,,12,0.154,train,177,220,0.7236665189266205,-7.993605777301127e-17,4.682960393664115,15.139079341888428,0.0,0.0,0.0,-425.00946069231054,26072.946069231057,19.0,614.0,50,0.7096774193548387
95,63,22,0,27632.96948661955,15.119490623474121,156,,11,0.209,train,114,217,0.7397659569978714,7.105427357601002e-17,3.8909967002162182,15.118682556152343,0.0,0.0,0.0,-463.9896948661956,27632.96948661955,22.0,583.0,50,0.6631578947368421
78,45,26,0,24371.66552947864,15.12306022644043,157,,21,0.2665,train,72,154,0.7654337882995605,0.0,4.237786291550413,15.123139324188232,0.0,0.0,0.0,-463.0766552947865,24371.66552947864,26.0,568.0,50,0.5769230769230769
111,58,35,0,28445.840792082607,15.104938507080078,158,,18,0.231,train,173,208,0.7818974256515503,-8.171241461241152e-16,4.608517156649147,15.106339931488037,0.0,0.0,0.0,-580.9184079208261,28445.840792082607,35.0,823.0,50,0.5225225225225225
81,41,27,0,26778.57172188435,15.12256145477295,159,,23,0.293,train,70,134,0.765434205532074,-6.039613253960852e-16,5.344080156741605,15.123025665283203,0.0,0.0,0.0,-496.3657172188436,26778.57172188435,27.0,629.0,50,0.5061728395061729
91,63,14,0,29153.66418926807,15.139240264892578,160,,9,0.164,train,46,199,0.7702032327651978,4.440892098500626e-16,4.295911210306168,15.140386276245117,0.0,0.0,0.0,-414.4766418926807,29153.66418926807,14.0,547.0,50,0.6923076923076923
55,42,12,0,21796.87183006102,15.150934219360352,161,,12,0.247,train,28,138,0.7793237268924713,-2.3980817331903383e-16,2.337136634694793,15.158477764129639,0.0,0.0,0.0,-319.3087183006102,21796.87183006102,12.0,267.0,50,0.7636363636363637
108,52,40,0,28270.929964132964,15.071616172790527,162,,26,0.2935,train,127,201,0.8605716377496719,-2.9309887850104134e-16,5.5098966519028965,15.081470470428467,0.0,0.0,0.0,-620.3892996413297,28270.929964132964,40.0,884.0,50,0.48148148148148145
64,47,12,0,25502.86369457368,15.123079299926758,163,,12,0.1745,train,45,141,0.7364086657762527,1.7763568394002506e-16,3.176782654149511,15.129841403961182,0.0,0.0,0.0,-357.76863694573666,25502.86369457368,12.0,337.0,50,0.734375
104,48,42,0,26903.06338813063,15.064838409423828,164,,32,0.241,train,140,168,0.8105282485485077,-1.509903313490213e-16,4.271519684052289,15.07134370803833,0.0,0.0,0.0,-621.2106338813063,26903.06338813063,42.0,809.0,50,0.46153846153846156
61,39,14,0,22851.785998964464,15.112892150878906,165,,13,0.223,train,64,120,0.7580057233572006,-2.3092638912203257e-16,3.132018673129378,15.118183517456055,0.0,0.0,0.0,-347.7178599896447,22851.785998964464,14.0,360.0,50,0.639344262295082
67,48,13,0,24986.24671149664,15.088595390319824,166,,11,0.2895,train,66,132,0.8004430532455444,-2.9309887850104134e-16,3.4423021724380263,15.096939315795899,0.0,0.0,0.0,-361.46246711496644,24986.24671149664,13.0,380.0,50,0.7164179104477612
76,53,13,0,27237.21285272573,15.089557647705078,167,,10,0.295,train,35,146,0.8000598400831223,1.7763568394002506e-16,3.9140081156474023,15.098446788787841,0.0,0.0,0.0,-385.1321285272573,27237.21285272573,13.0,438.0,50,0.6973684210526315
68,47,19,0,23903.687973199532,15.049242973327637,168,,18,0.298,train,67,150,0.7913511395454407,6.217248937900877e-17,3.86606157939343,15.057972621917724,0.0,0.0,0.0,-399.9768797319954,23903.687973199532,19.0,447.0,50,0.6911764705882353
90,58,21,0,25520.79286588662,15.043525695800781,169,,14,0.2135,train,122,207,0.7857781946659088,-8.171241461241152e-16,4.346064191017489,15.057083206176758,0.0,0.0,0.0,-434.8479286588662,25520.79286588662,21.0,582.0,50,0.6444444444444445
98,43,38,0,22137.319171116156,15.006715774536133,170,,37,0.3495,train,48,156,0.7672878205776215,1.865174681370263e-16,3.3734244804684765,15.020880012512206,0.0,0.0,0.0,-539.5731917111616,22137.319171116156,38.0,710.0,50,0.4387755102040816
86,45,26,0,25121.739960748706,14.971643447875977,171,,16,0.235,train,151,173,0.7715430855751038,-3.9968028886505636e-16,4.241391079357869,14.980849685668945,0.0,0.0,0.0,-471.51739960748716,25121.739960748706,26.0,615.0,50,0.5232558139534884
101,47,42,0,23421.828369941555,14.991494178771973,172,,41,0.3465,train,61,145,0.7594246566295624,-3.641531520770513e-16,3.3756746034541987,15.00035961151123,0.0,0.0,0.0,-584.8582836994156,23421.828369941555,42.0,732.0,50,0.46534653465346537
93,60,22,0,25348.73479622361,14.976845741271973,173,,20,0.2005,train,60,202,0.7845868915319443,-3.730349362740526e-16,3.5835423825167636,14.982682628631592,0.0,0.0,0.0,-440.8273479622361,25348.73479622361,22.0,567.0,50,0.6451612903225806
78,46,22,0,24809.10406359586,14.982599258422852,174,,19,0.2035,train,66,133,0.7516134977340698,2.042810365310288e-16,3.833864222318509,14.984653625488281,0.0,0.0,0.0,-434.67104063595866,24809.10406359586,22.0,529.0,50,0.5897435897435898
105,56,36,0,24945.969503157172,,174,0,18,0.3015,eval,259,213,,,3.62027130664979,0.0,0.0,0.0,0.0,-552.3596950315717,24945.969503157172,36.0,745.0,50,0.5333333333333333
97,46,35,0,25857.777819568593,,174,1,25,0.2845,eval,189,150,,,4.30258295586043,0.0,0.0,0.0,0.0,-552.817778195686,25857.777819568593,35.0,712.0,50,0.4742268041237113
82,46,26,0,25001.016245712686,,174,2,13,0.2125,eval,206,151,,,3.3606925150630835,0.0,0.0,0.0,0.0,-469.09016245712684,25001.016245712686,26.0,554.0,50,0.5609756097560976
94,41,36,0,26070.603486133845,,174,3,14,0.206,eval,114,129,,,4.232098565762364,0.0,0.0,0.0,0.0,-563.1660348613386,26070.603486133845,36.0,723.0,50,0.43617021276595747
90,43,39,0,24778.100361671233,,174,4,23,0.238,eval,232,161,,,4.565018023104018,0.0,0.0,0.0,0.0,-574.3210036167123,24778.100361671233,39.0,727.0,50,0.4777777777777778
89,67,17,0,26473.206065807088,14.987090110778809,175,,14,0.1665,train,107,209,0.7808304876089096,4.263256414560601e-16,4.386537798950191,14.990570602416993,0.0,0.0,0.0,-411.55206065807073,26473.206065807088,17.0,541.0,50,0.7528089887640449
93,73,7,0,28530.13609934491,14.9923677444458,176,,4,0.139,train,52,221,0.7589417099952698,-1.7763568394002506e-16,4.57951107339668,14.997486896514893,0.0,0.0,0.0,-351.7613609934491,28530.13609934491,7.0,523.0,50,0.7849462365591398
80,46,23,0,26060.191735191293,14.954636573791504,177,,18,0.231,train,54,135,0.7506264448165894,3.2862601528904633e-16,4.582134135455278,14.956992511749268,0.0,0.0,0.0,-455.881917351913,26060.191735191293,23.0,564.0,50,0.575
95,63,21,0,28671.66353214285,14.950983047485352,178,,12,0.126,train,233,214,0.7464890778064728,-6.039613253960852e-16,4.115290241620258,14.955695190429687,0.0,0.0,0.0,-466.7766353214286,28671.66353214285,21.0,603.0,50,0.6631578947368421
73,37,25,0,23169.471357650644,14.955652236938477,179,,21,0.368,train,141,130,0.7517397999763489,-8.08242361927114e-16,3.2103732565623533,14.963949489593507,0.0,0.0,0.0,-441.53471357650636,23169.471357650644,25.0,492.0,50,0.5068493150684932
78,51,19,0,26887.78429036074,14.924012184143066,180,,11,0.1865,train,90,168,0.7811434119939804,-8.260059303211165e-16,4.519574789173583,14.938051528930664,0.0,0.0,0.0,-430.8978429036075,26887.78429036074,19.0,501.0,50,0.6538461538461539
98,47,37,0,24304.16857167893,14.884139060974121,181,,33,0.3575,train,203,164,0.8631253391504288,7.01660951563099e-16,3.205691917330159,14.905484867095947,0.0,0.0,0.0,-553.1416857167891,24304.16857167893,37.0,705.0,50,0.47959183673469385
101,58,30,0,23874.15446470536,14.864181518554688,182,,30,0.2655,train,29,192,0.8013334721326828,-5.240252676230739e-16,3.919409649356855,14.882518939971924,0.0,0.0,0.0,-492.0815446470537,23874.15446470536,30.0,667.0,50,0.5742574257425742
89,57,19,0,24210.038991265516,14.871856689453125,183,,15,0.3135,train,290,186,0.7691747099161148,-1.7763568394002505e-17,3.3155085033435467,14.884591960906983,0.0,0.0,0.0,-404.2803899126551,24210.038991265516,19.0,509.0,50,0.6404494382022472
78,53,20,0,23629.53836342556,14.868857383728027,184,,15,0.239,train,72,183,0.7652879655361176,-4.4408920985006264e-17,3.683972212753146,14.878686084747315,0.0,0.0,0.0,-406.2753836342556,23629.53836342556,20.0,499.0,50,0.6794871794871795
79,43,25,0,24635.889043430954,14.823041915893555,185,,17,0.28,train,93,140,0.8005807548761368,-7.194245199571015e-16,4.347831185675868,14.829666881561279,0.0,0.0,0.0,-457.8188904343096,24635.889043430954,25.0,573.0,50,0.5443037974683544
76,56,12,0,26392.811582585116,14.86485481262207,186,,8,0.282,train,118,183,0.7821522504091263,8.881784197001253e-17,3.6292188869002353,14.868978004455567,0.0,0.0,0.0,-368.0481158258512,26392.811582585116,12.0,406.0,50,0.7368421052631579
113,59,35,0,27309.103748354566,14.790462493896484,187,,27,0.2465,train,114,205,0.8004395812749863,2.3980817331903383e-16,4.450776586815424,14.793609886169433,0.0,0.0,0.0,-569.1510374835457,27309.103748354566,35.0,803.0,50,0.5221238938053098
89,51,29,0,25899.342160644588,14.81244945526123,188,,20,0.219,train,485,174,0.7529888302087784,-3.108624468950438e-16,3.3732870309559617,14.816780071258545,0.0,0.0,0.0,-502.8334216064459,25899.342160644588,29.0,592.0,50,0.5730337078651685
82,52,20,0,24759.014379386565,14.812292098999023,189,,15,0.264,train,107,180,0.7491293847560883,3.9968028886505636e-16,3.394559221101404,14.813863487243653,0.0,0.0,0.0,-417.7501437938657,24759.014379386565,20.0,508.0,50,0.6341463414634146
78,60,14,0,24652.445710476935,14.859010696411133,190,,11,0.253,train,121,189,0.854826033115387,-5.062616992290713e-16,3.6420199918777616,14.86079532623291,0.0,0.0,0.0,-367.20445710476935,24652.445710476935,14.0,434.0,50,0.7692307692307693
78,49,16,0,24811.090031874457,14.830434799194336,191,,13,0.2425,train,85,175,0.8164194226264954,1.1546319456101628e-16,3.6476618710248303,14.832252540588378,0.0,0.0,0.0,-385.4509003187446,24811.090031874457,16.0,467.0,50,0.6282051282051282
84,57,16,0,25425.466368911588,14.81766128540039,192,,10,0.2265,train,126,196,0.8101195842027664,7.727152251391089e-16,3.7676775222190737,14.812318840026855,0.0,0.0,0.0,-392.23466368911596,25425.466368911588,16.0,499.0,50,0.6785714285714286
98,58,28,0,25618.347009702775,14.783278465270996,193,,23,0.315,train,75,201,0.7888461500406265,1.092459456231154e-15,3.970232171247184,14.788101501464844,0.0,0.0,0.0,-492.96347009702765,25618.347009702775,28.0,639.0,50,0.5918367346938775
